sivun_id;Kieli;Nimi valikossa;Kuvaus;URL;Dokumentin ID;Dokumentin nimi
6349989c-5b2c-4248-966e-acb55c7f5206;et;EL-i kodanikud;;et/soome-elama-asumine/el-i-kodanikud;7890;EU-kansalaiset 101 (et)
6349989c-5b2c-4248-966e-acb55c7f5206;fr;Citoyens de l'UE;;fr/d-m-nagement-en-finlande/citoyens-de-l-ue;7891;EU-kansalaiset 101 (fr)
6349989c-5b2c-4248-966e-acb55c7f5206;so;Muwaadiniinta Midowga Yurub;;so/u-soo-guurista-finland/muwaadiyiinta-yurubiyanka;7892;EU-kansalaiset 101 (so)
6349989c-5b2c-4248-966e-acb55c7f5206;es;Ciudadanos de la UE;;es/mudarse-a-finlandia/ciudadanos-de-la-ue;7893;EU-kansalaiset 101 (es)
6349989c-5b2c-4248-966e-acb55c7f5206;tr;AB vatandaşları;;tr/finlandiya-ya-ta-n-ld--nda/ab-vatandaslar;7894;EU-kansalaiset 101 (tr)
6349989c-5b2c-4248-966e-acb55c7f5206;zh;欧盟公民;;zh/moving-to-finland/eu-citizens;7895;EU-kansalaiset 101 (zh)
6349989c-5b2c-4248-966e-acb55c7f5206;fa;اتباع کشورهای عضو اتحادیه اروپا;;fa/moving-to-finland/eu-citizens;7896;EU-kansalaiset 101 (fa)
183cc97a-7f9d-4168-b878-2a8bb5106b8f;sv;Registrering av uppehållsrätten för EU-medborgare;;sv/flytta-till-finland/eu-medborgare/registrering-av-uppehallsratten-for-eu-medborgare;7872;EU-kansalaisen oleskeluoikeuden rekisteröinti (sv)
183cc97a-7f9d-4168-b878-2a8bb5106b8f;ru;Регистрация права пребывания гражданина ЕС;;ru/moving-to-finland/eu-citizens/registration-of-an-eu-citizens-right-of-residence;7874;EU-kansalaisen oleskeluoikeuden rekisteröinti (ru)
183cc97a-7f9d-4168-b878-2a8bb5106b8f;ar;تسجيل الحق في الإقامة لمواطن الاتحاد الأوروبي;;ar/moving-to-finland/eu-citizens/registration-of-an-eu-citizens-right-of-residence;7875;EU-kansalaisen oleskeluoikeuden rekisteröinti (ar)
183cc97a-7f9d-4168-b878-2a8bb5106b8f;et;EL-i kodaniku elamisõiguse registreerimine;;et/soome-elama-asumine/el-i-kodanikud/el-i-kodaniku-elamisoiguse-registreerimine;7876;EU-kansalaisen oleskeluoikeuden rekisteröinti (et)
183cc97a-7f9d-4168-b878-2a8bb5106b8f;fr;Enregistrement du droit de séjour pour le citoyen de l’UE;;fr/d-m-nagement-en-finlande/citoyens-de-l-ue/enregistrement-du-droit-de-sejour-pour-le-citoyen-de-l-ue;7877;EU-kansalaisen oleskeluoikeuden rekisteröinti (fr)
183cc97a-7f9d-4168-b878-2a8bb5106b8f;so;Diiwaangelinta xaqa joogitaanka muwaadinka Midowga Yurub;;so/u-soo-guurista-finland/muwaadiyiinta-yurubiyanka/diiwaangelinta-xaqa-joogitaanka-muwaadinka-midowga-yurub;7878;EU-kansalaisen oleskeluoikeuden rekisteröinti (so)
183cc97a-7f9d-4168-b878-2a8bb5106b8f;es;Inscripción del derecho de residencia para los ciudadanos de la UE;;es/mudarse-a-finlandia/ciudadanos-de-la-ue/inscripcion-del-derecho-de-residencia-para-los-ciudadanos-de-la-ue;7879;EU-kansalaisen oleskeluoikeuden rekisteröinti (es)
183cc97a-7f9d-4168-b878-2a8bb5106b8f;tr;AB vatandaşının oturma hakkının kaydedilmesi;;tr/finlandiya-ya-ta-n-ld--nda/ab-vatandaslar/ab-vatandasinin-oturma-hakkinin-kaydedilmesi;7880;EU-kansalaisen oleskeluoikeuden rekisteröinti (tr)
183cc97a-7f9d-4168-b878-2a8bb5106b8f;zh;欧盟国家公民居留权登记;;zh/moving-to-finland/eu-citizens/registration-of-an-eu-citizens-right-of-residence;7881;EU-kansalaisen oleskeluoikeuden rekisteröinti (zh)
183cc97a-7f9d-4168-b878-2a8bb5106b8f;fa;به ثبت رساندن حق اقامت اتباع کشورهای عضو اتحادیه اروپا ;;fa/moving-to-finland/eu-citizens/registration-of-an-eu-citizens-right-of-residence;7882;EU-kansalaisen oleskeluoikeuden rekisteröinti (fa)
df23804d-1074-4658-bdc1-4f284027f013;sv;Icke EU-medborgare;;sv/flytta-till-finland/icke-eu-medborgare;;
df23804d-1074-4658-bdc1-4f284027f013;ru;Граждане стран, не входящих в ЕС;;ru/moving-to-finland/non-eu-citizens;;
df23804d-1074-4658-bdc1-4f284027f013;ar;غير مواطني الاتحاد الأوروبي;;ar/moving-to-finland/non-eu-citizens;;
df23804d-1074-4658-bdc1-4f284027f013;et;Mitte-EL-i kodanikud;;et/soome-elama-asumine/mitte-el-i-kodanikud;;
df23804d-1074-4658-bdc1-4f284027f013;fr;Citoyens non-européens;;fr/d-m-nagement-en-finlande/citoyens-non-europeens;;
df23804d-1074-4658-bdc1-4f284027f013;so;Aan aheyn muwaadin EU;;so/u-soo-guurista-finland/aan-aheyn-muwaadin-eu;;
df23804d-1074-4658-bdc1-4f284027f013;es;Ciudadanos de fuera de la UE;;es/mudarse-a-finlandia/ciudadanos-extracomunitarios;;
df23804d-1074-4658-bdc1-4f284027f013;tr;AB dışındaki ülkelerin vatandaşları;;tr/finlandiya-ya-ta-n-ld--nda/ab-d-s-ndaki-ulkelerin-vatandaslar;;
df23804d-1074-4658-bdc1-4f284027f013;zh;非欧盟居民;;zh/moving-to-finland/non-eu-citizens;;
df23804d-1074-4658-bdc1-4f284027f013;fa;اتباع کشورهای خارج از اتحادیه اروپا;;fa/moving-to-finland/non-eu-citizens;;
85f8f2ea-7704-45d3-9a73-adff4c0c57a2;sv;Arbeta i Finland;;sv/flytta-till-finland/icke-eu-medborgare/arbeta-i-finland;7227;Töihin Suomeen uusi (sv)
85f8f2ea-7704-45d3-9a73-adff4c0c57a2;ru;На работу в Финляндию ;;ru/moving-to-finland/non-eu-citizens/coming-to-work-in-finland;7229;Töihin Suomeen uusi (ru)
85f8f2ea-7704-45d3-9a73-adff4c0c57a2;ar;للعمل في فنلندا;;ar/moving-to-finland/non-eu-citizens/coming-to-work-in-finland;7230;Töihin Suomeen uusi (ar)
85f8f2ea-7704-45d3-9a73-adff4c0c57a2;et;Soome tööle;;et/soome-elama-asumine/mitte-el-i-kodanikud/soome-toole;7231;Töihin Suomeen uusi (et)
85f8f2ea-7704-45d3-9a73-adff4c0c57a2;fr;Travailler en Finlande;;fr/d-m-nagement-en-finlande/citoyens-non-europeens/venir-travailler-en-finlande;7232;Töihin Suomeen uusi (fr)
85f8f2ea-7704-45d3-9a73-adff4c0c57a2;so;Shaqo u imaanshaha Finland;;so/u-soo-guurista-finland/aan-aheyn-muwaadin-eu/u-soo-shaqotagida-finland;7233;Töihin Suomeen uusi (so)
85f8f2ea-7704-45d3-9a73-adff4c0c57a2;es;Trabajar en Finlandia;;es/mudarse-a-finlandia/ciudadanos-extracomunitarios/trabajar-en-finlandia;7234;Töihin Suomeen uusi (es)
85f8f2ea-7704-45d3-9a73-adff4c0c57a2;tr;İş için Finlandiya'ya;;tr/finlandiya-ya-ta-n-ld--nda/ab-d-s-ndaki-ulkelerin-vatandaslar/i-i-in-finlandiya-ya;7235;Töihin Suomeen uusi (tr)
85f8f2ea-7704-45d3-9a73-adff4c0c57a2;zh;赴芬工作;;zh/moving-to-finland/non-eu-citizens/coming-to-work-in-finland;7236;Töihin Suomeen uusi (zh)
85f8f2ea-7704-45d3-9a73-adff4c0c57a2;fa;مهاجرت به فنلاند برای انجام کار;;fa/moving-to-finland/non-eu-citizens/coming-to-work-in-finland;7237;Töihin Suomeen uusi (fa)
42aeaa3f-f711-4db3-a7cb-0528dcb4049b;sv;Till Finland som företagare;;sv/flytta-till-finland/icke-eu-medborgare/till-finland-som-foretagare;7239;Suomeen yrittäjäksi uusi (sv)
42aeaa3f-f711-4db3-a7cb-0528dcb4049b;ru;В Финляндию предпринимателем;;ru/moving-to-finland/non-eu-citizens/becoming-an-entrepreneur-in-finland;7241;Suomeen yrittäjäksi uusi (ru)
42aeaa3f-f711-4db3-a7cb-0528dcb4049b;ar;كممارس للعمل الحر في فنلندا;;ar/moving-to-finland/non-eu-citizens/becoming-an-entrepreneur-in-finland;7242;Suomeen yrittäjäksi uusi (ar)
42aeaa3f-f711-4db3-a7cb-0528dcb4049b;et;Soome ettevõtjaks;;et/soome-elama-asumine/mitte-el-i-kodanikud/soome-ettev-tjaks;7243;Suomeen yrittäjäksi uusi (et)
42aeaa3f-f711-4db3-a7cb-0528dcb4049b;fr;Entrepreneur en Finlande;;fr/d-m-nagement-en-finlande/citoyens-non-europeens/devenir-entrepreneur-en-finlande;7244;Suomeen yrittäjäksi uusi (fr)
42aeaa3f-f711-4db3-a7cb-0528dcb4049b;so;Ganacsade ahaan u imaanshaha Finland;;so/u-soo-guurista-finland/aan-aheyn-muwaadin-eu/u-imaanshada-finland-ganacsade-ahaan;7245;Suomeen yrittäjäksi uusi (so)
42aeaa3f-f711-4db3-a7cb-0528dcb4049b;es;Ser empresario en Finlandia;;es/mudarse-a-finlandia/ciudadanos-extracomunitarios/ser-empresario-en-finlandia;7246;Suomeen yrittäjäksi uusi (es)
42aeaa3f-f711-4db3-a7cb-0528dcb4049b;tr;Girişimci olarak Finlandiya'ya;;tr/finlandiya-ya-ta-n-ld--nda/ab-d-s-ndaki-ulkelerin-vatandaslar/giri-imci-olarak-finlandiya-ya;7247;Suomeen yrittäjäksi uusi (tr)
42aeaa3f-f711-4db3-a7cb-0528dcb4049b;zh;来芬创业;;zh/moving-to-finland/non-eu-citizens/becoming-an-entrepreneur-in-finland;7248;Suomeen yrittäjäksi uusi (zh)
42aeaa3f-f711-4db3-a7cb-0528dcb4049b;fa;مهاجرت به فنلاند برای شغل آزاد و کارآفرینی;;fa/moving-to-finland/non-eu-citizens/becoming-an-entrepreneur-in-finland;7249;Suomeen yrittäjäksi uusi (fa)
d22f24e0-0abf-42db-b14a-9f491f2284ba;sv;Att studera i Finland;;sv/flytta-till-finland/icke-eu-medborgare/att-studera-i-finland;7253;Opiskelemaan Suomeen uusi (sv)
d22f24e0-0abf-42db-b14a-9f491f2284ba;ru;На учёбу в Финляндию;;ru/moving-to-finland/non-eu-citizens/coming-to-study-in-finland;7255;Opiskelemaan Suomeen uusi (ru)
d22f24e0-0abf-42db-b14a-9f491f2284ba;ar;للدراسة في فنلندا;;ar/moving-to-finland/non-eu-citizens/coming-to-study-in-finland;7256;Opiskelemaan Suomeen uusi (ar)
d22f24e0-0abf-42db-b14a-9f491f2284ba;et;Soome õppima;;et/soome-elama-asumine/mitte-el-i-kodanikud/soome-ppima;7257;Opiskelemaan Suomeen uusi (et)
d22f24e0-0abf-42db-b14a-9f491f2284ba;fr;Étudier en Finlande;;fr/d-m-nagement-en-finlande/citoyens-non-europeens/venir-tudier-en-finlande;7258;Opiskelemaan Suomeen uusi (fr)
d22f24e0-0abf-42db-b14a-9f491f2284ba;so;Waxbarasho u imaanshada Finland;;so/u-soo-guurista-finland/aan-aheyn-muwaadin-eu/waxbarasho-u-imaanshada-finland;7259;Opiskelemaan Suomeen uusi (so)
d22f24e0-0abf-42db-b14a-9f491f2284ba;es;Estudiar en Finlandia;;es/mudarse-a-finlandia/ciudadanos-extracomunitarios/estudiar-en-finlandia;7260;Opiskelemaan Suomeen uusi (es)
d22f24e0-0abf-42db-b14a-9f491f2284ba;tr;Öğrenim için Finlandiya'ya;;tr/finlandiya-ya-ta-n-ld--nda/ab-d-s-ndaki-ulkelerin-vatandaslar/o-renim-i-in-finlandiya-ya;7261;Opiskelemaan Suomeen uusi (tr)
d22f24e0-0abf-42db-b14a-9f491f2284ba;zh;赴芬学习;;zh/moving-to-finland/non-eu-citizens/coming-to-study-in-finland;7262;Opiskelemaan Suomeen uusi (zh)
d22f24e0-0abf-42db-b14a-9f491f2284ba;fa;مهاجرت به فنلاند برای تحصیل;;fa/moving-to-finland/non-eu-citizens/coming-to-study-in-finland;7263;Opiskelemaan Suomeen uusi (fa)
cdc59818-fe2f-4887-8887-3efd6fa17057;sv;Familjemedlem i Finland;;sv/flytta-till-finland/icke-eu-medborgare/till-familjemedlem-i-finland;7268;Perheenjäsenen luokse Suomeen (sv)
cdc59818-fe2f-4887-8887-3efd6fa17057;ru;Член семьи в Финляндии;;ru/moving-to-finland/non-eu-citizens/moving-to-finland-to-be-with-a-family-member;7270;Perheenjäsenen luokse Suomeen (ru)
cdc59818-fe2f-4887-8887-3efd6fa17057;ar;فرد من أفراد العائلة في فنلندا;;ar/moving-to-finland/non-eu-citizens/moving-to-finland-to-be-with-a-family-member;7271;Perheenjäsenen luokse Suomeen (ar)
cdc59818-fe2f-4887-8887-3efd6fa17057;et;Pereliige Soomes;;et/soome-elama-asumine/mitte-el-i-kodanikud/pereliikme-juurde-soome;7272;Perheenjäsenen luokse Suomeen (et)
cdc59818-fe2f-4887-8887-3efd6fa17057;fr;Famille en Finlande;;fr/d-m-nagement-en-finlande/citoyens-non-europeens/chez-un-membre-de-la-famille-en-finlande;7273;Perheenjäsenen luokse Suomeen (fr)
cdc59818-fe2f-4887-8887-3efd6fa17057;so;Xubin qoys oo Finland joogta;;so/u-soo-guurista-finland/aan-aheyn-muwaadin-eu/u-imaansha-reerka-finland;7274;Perheenjäsenen luokse Suomeen (so)
cdc59818-fe2f-4887-8887-3efd6fa17057;es;Miembro de la familia en Finlandia;;es/mudarse-a-finlandia/ciudadanos-extracomunitarios/mudarse-a-finlandia-para-estar-con-un-familiar;7275;Perheenjäsenen luokse Suomeen (es)
cdc59818-fe2f-4887-8887-3efd6fa17057;tr;Aile bireyi Finlandiya’da;;tr/finlandiya-ya-ta-n-ld--nda/ab-d-s-ndaki-ulkelerin-vatandaslar/finlandiya-daki-aile-bireyinin-yan-na-yerlesme;7276;Perheenjäsenen luokse Suomeen (tr)
cdc59818-fe2f-4887-8887-3efd6fa17057;zh;在芬家庭成员;;zh/moving-to-finland/non-eu-citizens/moving-to-finland-to-be-with-a-family-member;7277;Perheenjäsenen luokse Suomeen (zh)
cdc59818-fe2f-4887-8887-3efd6fa17057;fa;عضو خانواده در فنلاند;;fa/moving-to-finland/non-eu-citizens/moving-to-finland-to-be-with-a-family-member;7278;Perheenjäsenen luokse Suomeen (fa)
d5ba888c-a297-43d6-8d2d-478538e67308;sv;Uppehållstillstånd för make eller maka;;sv/flytta-till-finland/icke-eu-medborgare/till-familjemedlem-i-finland/uppehallstillstand-for-make-eller-maka;7279;Oleskelulupa puolisolle (sv)
d5ba888c-a297-43d6-8d2d-478538e67308;ru;Вид на жительство для супруга;;ru/moving-to-finland/non-eu-citizens/moving-to-finland-to-be-with-a-family-member/residence-permit-for-a-spouse;7281;Oleskelulupa puolisolle (ru)
d5ba888c-a297-43d6-8d2d-478538e67308;ar;ترخيص الإقامة للزوج/الزوجة;;ar/moving-to-finland/non-eu-citizens/moving-to-finland-to-be-with-a-family-member/residence-permit-for-a-spouse;7282;Oleskelulupa puolisolle (ar)
d5ba888c-a297-43d6-8d2d-478538e67308;et;Elamisluba abikaasale;;et/soome-elama-asumine/mitte-el-i-kodanikud/pereliikme-juurde-soome/elamisluba-abikaasale;7283;Oleskelulupa puolisolle (et)
d5ba888c-a297-43d6-8d2d-478538e67308;fr;Permis de séjour pour le conjoint;;fr/d-m-nagement-en-finlande/citoyens-non-europeens/chez-un-membre-de-la-famille-en-finlande/permis-de-sejour-pour-le-conjoint;7284;Oleskelulupa puolisolle (fr)
d5ba888c-a297-43d6-8d2d-478538e67308;so;Sharciga degenaanshaha lamaanaha;;so/u-soo-guurista-finland/aan-aheyn-muwaadin-eu/u-imaansha-reerka-finland/sharciga-degenaanshaha-lamaanaha;7285;Oleskelulupa puolisolle (so)
d5ba888c-a297-43d6-8d2d-478538e67308;es;Permiso de residencia para el cónyuge;;es/mudarse-a-finlandia/ciudadanos-extracomunitarios/mudarse-a-finlandia-para-estar-con-un-familiar/permiso-de-residencia-para-el-conyuge;7286;Oleskelulupa puolisolle (es)
d5ba888c-a297-43d6-8d2d-478538e67308;tr;Eş için oturma izni;;tr/finlandiya-ya-ta-n-ld--nda/ab-d-s-ndaki-ulkelerin-vatandaslar/finlandiya-daki-aile-bireyinin-yan-na-yerlesme/evlilige-dayal-oturma-izni;7287;Oleskelulupa puolisolle (tr)
d5ba888c-a297-43d6-8d2d-478538e67308;zh;配偶居留许可;;zh/moving-to-finland/non-eu-citizens/moving-to-finland-to-be-with-a-family-member/residence-permit-for-a-spouse;7288;Oleskelulupa puolisolle (zh)
d5ba888c-a297-43d6-8d2d-478538e67308;fa;اجازه اقامت برای همسر;;fa/moving-to-finland/non-eu-citizens/moving-to-finland-to-be-with-a-family-member/residence-permit-for-a-spouse;7289;Oleskelulupa puolisolle (fa)
4d3a09ed-eb6b-48f5-a3e9-f99c5913b8c9;sv;Asyl i Finland;;sv/flytta-till-finland/icke-eu-medborgare/till-finland-som-asylsokande;7313;Turvapaikanhakijana Suomeen uusi (sv)
4d3a09ed-eb6b-48f5-a3e9-f99c5913b8c9;ru;Убежище в Финляндии;;ru/moving-to-finland/non-eu-citizens/coming-to-finland-as-an-asylum-seeker;7315;Turvapaikanhakijana Suomeen uusi (ru)
4d3a09ed-eb6b-48f5-a3e9-f99c5913b8c9;ar;اللجوء في فنلندا;;ar/moving-to-finland/non-eu-citizens/coming-to-finland-as-an-asylum-seeker;7316;Turvapaikanhakijana Suomeen uusi (ar)
4d3a09ed-eb6b-48f5-a3e9-f99c5913b8c9;et;Varjupaik Soomest;;et/soome-elama-asumine/mitte-el-i-kodanikud/varjupaigataotlejana-soome;7317;Turvapaikanhakijana Suomeen uusi (et)
4d3a09ed-eb6b-48f5-a3e9-f99c5913b8c9;fr;Asile en Finlande;;fr/d-m-nagement-en-finlande/citoyens-non-europeens/venir-en-finlande-en-tant-que-demandeur-d-asile;7318;Turvapaikanhakijana Suomeen uusi (fr)
4d3a09ed-eb6b-48f5-a3e9-f99c5913b8c9;so;Magan-gelyo ka helidda Finland;;so/u-soo-guurista-finland/aan-aheyn-muwaadin-eu/ku-imaanshaha-finland-magangalyodoonimo;7319;Turvapaikanhakijana Suomeen uusi (so)
4d3a09ed-eb6b-48f5-a3e9-f99c5913b8c9;es;Asilo en Finlandia;;es/mudarse-a-finlandia/ciudadanos-extracomunitarios/solicitar-asilo-en-finlandia;7320;Turvapaikanhakijana Suomeen uusi (es)
4d3a09ed-eb6b-48f5-a3e9-f99c5913b8c9;tr;Finlandiya’da sığınma yeri;;tr/finlandiya-ya-ta-n-ld--nda/ab-d-s-ndaki-ulkelerin-vatandaslar/ilticac-olarak-finlandiya-ya;7321;Turvapaikanhakijana Suomeen uusi (tr)
4d3a09ed-eb6b-48f5-a3e9-f99c5913b8c9;zh;向芬兰寻求庇护;;zh/moving-to-finland/non-eu-citizens/coming-to-finland-as-an-asylum-seeker;7322;Turvapaikanhakijana Suomeen uusi (zh)
4d3a09ed-eb6b-48f5-a3e9-f99c5913b8c9;fa;پناهندگی در فنلاند;;fa/moving-to-finland/non-eu-citizens/coming-to-finland-as-an-asylum-seeker;7323;Turvapaikanhakijana Suomeen uusi (fa)
36e3de2f-bea0-412b-8f26-71c1c2c67133;sv;Till Finland som kvotflykting;;sv/flytta-till-finland/icke-eu-medborgare/till-finland-som-flykting;7325;Pakolaisena Suomeen uusi (sv)
36e3de2f-bea0-412b-8f26-71c1c2c67133;ru;В Финляндию по квоте для беженцев;;ru/moving-to-finland/non-eu-citizens/coming-to-finland-as-a-refugee;7327;Pakolaisena Suomeen uusi (ru)
36e3de2f-bea0-412b-8f26-71c1c2c67133;ar;كلاجئ حصة إلى فنلندا;;ar/moving-to-finland/non-eu-citizens/coming-to-finland-as-a-refugee;7328;Pakolaisena Suomeen uusi (ar)
36e3de2f-bea0-412b-8f26-71c1c2c67133;et;Kvoodijärgse pagulasena Soome;;et/soome-elama-asumine/mitte-el-i-kodanikud/pagulasena-soome;7329;Pakolaisena Suomeen uusi (et)
36e3de2f-bea0-412b-8f26-71c1c2c67133;fr;Réfugié contingent en Finlande;;fr/d-m-nagement-en-finlande/citoyens-non-europeens/venir-en-finlande-en-tant-que-r-fugi;7330;Pakolaisena Suomeen uusi (fr)
36e3de2f-bea0-412b-8f26-71c1c2c67133;so;Qaxooti qawimannimo ku imaanshada Finland;;so/u-soo-guurista-finland/aan-aheyn-muwaadin-eu/qaxooti-ku-imaanshada-dalka-finland;7331;Pakolaisena Suomeen uusi (so)
36e3de2f-bea0-412b-8f26-71c1c2c67133;es;Refugiados reubicados en Finlandia;;es/mudarse-a-finlandia/ciudadanos-extracomunitarios/venir-a-finlandia-como-refugiado;7332;Pakolaisena Suomeen uusi (es)
36e3de2f-bea0-412b-8f26-71c1c2c67133;tr;Kota mültecisi olarak Finlandiya’ya;;tr/finlandiya-ya-ta-n-ld--nda/ab-d-s-ndaki-ulkelerin-vatandaslar/m-lteci-olarak-finlandiya-ya;7333;Pakolaisena Suomeen uusi (tr)
36e3de2f-bea0-412b-8f26-71c1c2c67133;zh;来芬避难;;zh/moving-to-finland/non-eu-citizens/coming-to-finland-as-a-refugee;7334;Pakolaisena Suomeen uusi (zh)
36e3de2f-bea0-412b-8f26-71c1c2c67133;fa;آمدن به فنلاند به عنوان پناهنده سهمیه ای;;fa/moving-to-finland/non-eu-citizens/coming-to-finland-as-a-refugee;7335;Pakolaisena Suomeen uusi (fa)
92dd7422-2524-40cf-8282-05776b7733b5;sv;Till Finland som återflyttare;;sv/flytta-till-finland/icke-eu-medborgare/till-finland-som-aterflyttare;1840;Paluumuuttajana Suomeen 101 (sv)
92dd7422-2524-40cf-8282-05776b7733b5;ru;Репатриация в Финляндию;;ru/moving-to-finland/non-eu-citizens/coming-to-finland-as-a-returnee;1842;Paluumuuttajana Suomeen 101 (ru)
92dd7422-2524-40cf-8282-05776b7733b5;ar;كمواطن عائد إلى فنلندا;;ar/moving-to-finland/non-eu-citizens/coming-to-finland-as-a-returnee;1843;Paluumuuttajana Suomeen 101 (ar)
92dd7422-2524-40cf-8282-05776b7733b5;et;Tagasipöördumine Soome;;et/soome-elama-asumine/mitte-el-i-kodanikud/tagasipoordujana-soome;1844;Paluumuuttajana Suomeen 101 (et)
